"","title","description","streetaddress","type","amenityfeatures","city","state","Year","notes","full.address","lat","lon","geoAddress","unclear_address","status","unique.id"
"333","Union Adult Boutique","","1451 Union St.","Erotic Shop","","Spartanburg","SC",1983,"","1451 Union St., Spartanburg, SC",34.9291948,-81.8930876,"1451 union st, spartanburg, sc 29302, usa","","Google Verified Location","d-1983-04985"
"334","Venus Pancake House","","550 W. Palmetto","Restaurant","(M-1965-1989),(R-1965-1989),(C-1965-1989),(AH-1975-1993)","Florence","SC",1983,"","550 W. Palmetto, Florence, SC",34.1930649,-79.7766324,"550 w palmetto st, florence, sc 29501, usa","","Google Verified Location","d-1983-05042"
"335","White House","(Disco) (Cl. Sun.) 1/2 i mi. E. of Int. Waterway","Hwy. 501","","(D-1965-2003),(S-1965-2002),(PT-1977-1989),(*-1965-2005)","Myrtle Beach","SC",1983,"","Hwy. 501, Myrtle Beach, SC",33.7196796,-78.9290931,"us-501, myrtle beach, sc, usa","","Google Verified Location","d-1983-05173"
"336","Y.M.C.A.","","","Cruising Areas,Hotel","Cruisy Area,(M-1965-1989),(H-1965-1989)","Columbia","SC",1983,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1983-05257"
"337","'Primrose Path'","Senate St. & grounds adj. to the Capitol","","Cruising Areas","Cruisy Area,(AYOR-1977-1989)","Columbia","SC",1981,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1981-00040"
"338","'Rest Stop'","betw. Greenville & Anderson Ga.","I-85 N.","Cruising Areas","Cruisy Area","Greenville","SC",1981,"","I-85 N., SC",34.852618,-82.39401,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1981-00043"
"339","'Rest Stop'","","I-26 S.","Cruising Areas","Cruisy Area","Columbia","SC",1981,"","I-26 S., SC",34.00071,-81.034814,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1981-00113"
"340","Airport Adult News","","2314 E. Palmetto","Book Store,Erotic Shop","","Florence","SC",1981,"","2314 E. Palmetto, Florence, SC",34.1959775,-79.7255445,"2314 e palmetto st, florence, sc 29506, usa","","Google Verified Location","d-1981-00322"
"341","Aunt Clara's","(Some L)","288 Evans St.","Bars/Clubs","(D-1965-2003),(L-1980-1989),(*-1965-2005)","Florence","SC",1981,"","288 Evans St., Florence, SC",34.1970256,-79.7701435,"288 w evans st, florence, sc 29501, usa","","Google Verified Location","d-1981-00456"
"342","Chalet X Book Store","","Two Notch Rd.","Book Store,Erotic Shop","","Columbia","SC",1981,"","Two Notch Rd., Columbia, SC",34.0782296,-80.9427482,"two notch rd, columbia, sc, usa","","Google Verified Location","d-1981-00989"
"343","Club Gemini","(Some YC, L, B)(WE*) at Column","443 E. Stone","Bars/Clubs","(P-1965-1989),(YC-1969-2005),(L-1980-1989),(B-1970-1989),(WE-1976-1989),(*-1965-2005)","Greenville","SC",1981,"","443 E. Stone, Greenville, SC",34.8601064,-82.3863194,"443 e stone ave, greenville, sc 29609, usa","","Google Verified Location","d-1981-01129"
"344","Folly Beach","","","Cruising Areas","Cruisy Area","Charleston","SC",1981,"",", SC",32.65518,-79.940367,"unclear_coded_by_hand","","Verified Location","d-1981-01708"
"345","Fortress","(S- WE*)(Some L)","3134 Two Notch Rd.","Bars/Clubs","(PT-1977-1989),(D-1965-2003),(S-1965-2002),(WE-1976-1989),(L-1980-1989),(*-1965-2005)","Columbia","SC",1981,"","3134 Two Notch Rd., Columbia, SC",34.0384031,-81.001632,"3134 two notch rd, columbia, sc 29204, usa","","Google Verified Location","d-1981-01718"
"346","Greyhound Bus Depot","","","Cruising Areas","Cruisy Area,(AYOR-1977-1989)","Greenville","SC",1981,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1981-01967"
"347","King St. Garden & Gun Club","(Disco)(Very B, M, YC)(WE*)","240 King St.","Bars/Clubs","(P-1965-1989),(D-1965-2003),(B-1970-1989),(M-1965-1989),(YC-1969-2005),(WE-1976-1989),(*-1965-2005)","Charleston","SC",1981,"","240 King St., Charleston, SC",32.7813885,-79.9331543,"240 king st, charleston, sc 29401, usa","","Google Verified Location","d-1981-02347"
"348","Les Jardins","(Disco)(Upstairs)","36 N. Market St.","Bars/Clubs","(P-1965-1989),(YC-1969-2005),(D-1965-2003),(*-1965-2005)","Charleston","SC",1981,"","36 N. Market St., Charleston, SC",32.781415,-79.9279312,"36 n market st, charleston, sc 29401, usa","","Google Verified Location","d-1981-02509"
"349","M.C.C.","","1730 Gist St.","Religious Institution","MCC","Columbia","SC",1981,"","1730 Gist St., Columbia, SC",34.0046692,-81.0505975,"1730 gist st, columbia, sc 29201, usa","","Google Verified Location","d-1981-02652"
"350","McBee's","(Disco)","925 1/2 Huger St.","Bars/Clubs","(PT-1977-1989),(*-1965-2005),(D-1965-2003),(S-1965-2002),(YC-1969-2005)","Columbia","SC",1981,"","925 1/2 Huger St., Columbia, SC",33.9943566,-81.0443161,"925 huger st, columbia, sc 29201, usa","","Google Verified Location","d-1981-02783"
"351","Northside Boutique","(Books, etc.)","8056 Asheville Hwy.","Book Store","","Spartanburg","SC",1981,"","8056 Asheville Hwy., Spartanburg, SC",34.992962,-81.9939667,"8056 asheville hwy, spartanburg, sc 29303, usa","","Google Verified Location","d-1981-03041"
"352","Our Place","(Best late after liquor bars close)","1232 Assembly St.","Bars/Clubs","(*-1965-2005)","Columbia","SC",1981,"","1232 Assembly St., Columbia, SC",34.001721,-81.035244,"1232 assembly st, columbia, sc 29201, usa","","Google Verified Location","d-1981-03161"
"353","Parking lot","opp. Methodist Church","","Cruising Areas","Cruisy Area,(AYOR-1977-1989)","Greenville","SC",1981,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1981-03242"
"354","Reef","(Some L)(Cruisy)","903 S. Kings Hwy.","Bars/Clubs,Cruising Areas","(*-1965-2005),(L-1980-1989)","Myrtle Beach","SC",1981,"","903 S. Kings Hwy., Myrtle Beach, SC",33.6796264,-78.8981038,"903 s kings hwy, myrtle beach, sc 29577, usa","","Google Verified Location","d-1981-03536"
"355","Reynolds Ave.","nr. Naval Yard","","Cruising Areas","Cruisy Area","Charleston","SC",1981,"",", SC",32.776475,-79.931051,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1981-03558"
"356","Sheraton Motor Inn","T-Room","","Cruising Areas","Cruisy Area","Greenville","SC",1981,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1981-03777"
"357","Silhouette's & Jade","(Disco)(WE*)","6212 Two Notch Rd.","Bars/Clubs","(WE-1976-1989),(D-1965-2003),(E-1975-2003),(YC-1969-2005),(*-1965-2005)","Columbia","SC",1981,"","6212 Two Notch Rd., Columbia, SC",34.0559933,-80.9737018,"6212 two notch rd, columbia, sc 29223, usa","","Google Verified Location","d-1981-03803"
"358","South of the Border Motel Bar","6 mi. N. on","I-95","Bars/Clubs","(M-1965-1989)","Dillon","SC",1981,"","I-95, Dillon, SC",34.4394215,-79.3787069,"i-95, dillon, sc, usa","","Google Verified Location","d-1981-03870"
"359","Stone Castle","(Disco)","200 N. Pleasantburg Dr.","Bars/Clubs","(D-1965-2003),(P-1965-1989),(YC-1969-2005),(*-1965-2005)","Greenville","SC",1981,"","200 N. Pleasantburg Dr., Greenville, SC",34.8482404,-82.3594927,"200 n pleasantburg dr, greenville, sc 29607, usa","","Google Verified Location","d-1981-03975"
"360","Sundown Adult Books & Mini Theatre","","3311 Two Notch Rd.","Theatre,Book Store","(*-1965-2005)","Columbia","SC",1981,"","3311 Two Notch Rd., Columbia, SC",34.0400667,-80.9996035,"3311 two notch rd, columbia, sc 29204, usa","","Google Verified Location","d-1981-04023"
"361","The Battery","Whitepoint Gardens","","Cruising Areas","Cruisy Area","Charleston","SC",1981,"",", SC",32.769936,-79.930361,"unclear_coded_by_hand","","Verified Location","d-1981-04127"
"362","The Pavilion","Ocean Beach - summers","","Cruising Areas","Cruisy Area","Myrtle Beach","SC",1981,"",", SC",33.692441,-78.881687,"unclear_coded_by_hand","","Verified Location","d-1981-04165"
"363","Trailways Bus Depot","(Parking lot) (Opp. Club Gemini)","","Cruising Areas","Cruisy Area,(*-1965-2005)","Greenville","SC",1981,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1981-04264"
"364","Tucker's Tavern","(Cruisy)","336 King St.","Bars/Clubs,Cruising Areas","(YC-1969-2005),(*-1965-2005)","Charleston","SC",1981,"","336 King St., Charleston, SC",32.7845789,-79.935163,"336 king st, charleston, sc 29401, usa","","Google Verified Location","d-1981-04301"
"365","U. of S.C.","Russel House T-Rooms","","Cruising Areas","Cruisy Area","Columbia","SC",1981,"",", SC",33.996645,-81.026995,"unclear_coded_by_hand","","Verified Location","d-1981-04371"
"366","U. of S.C.","McKissick Library T-Rooms","","Cruising Areas","Cruisy Area","Columbia","SC",1981,"",", SC",33.996645,-81.026995,"unclear_coded_by_hand","","Verified Location","d-1981-04372"
"367","Union Adult Boutique","","1451 Union St.","Erotic Shop","","Spartanburg","SC",1981,"","1451 Union St., Spartanburg, SC",34.9291948,-81.8930876,"1451 union st, spartanburg, sc 29302, usa","","Google Verified Location","d-1981-04418"
"368","Venus Pancake House","","550 W. Palmetto","Restaurant","(M-1965-1989),(R-1965-1989),(C-1965-1989),(AH-1975-1993)","Florence","SC",1981,"","550 W. Palmetto, Florence, SC",34.1930649,-79.7766324,"550 w palmetto st, florence, sc 29501, usa","","Google Verified Location","d-1981-04465"
"369","Vicinity of Wade Hampton Hotel","","","Cruising Areas","Cruisy Area","Columbia","SC",1981,"",", SC",34.001321,-81.033563,"unclear_coded_by_hand","","Verified Location","d-1981-04477"
"370","Y.M.C.A.","","","Cruising Areas","Cruisy Area,(M-1965-1989),(H-1965-1989)","Columbia","SC",1981,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1981-04652"
"371","'Primrose Path' ","Senate St & grounds adj. to the Capitol","","Cruising Areas","Cruisy Area,(AYOR-1977-1989)","Columbia","SC",1980,"","",34.0007104,-81.0348144,"","","Google Verified Location","d-1980-03117"
"372","'Rest Stop'","on I-26 S.","","Cruising Areas","Cruisy Area","Columbia","SC",1980,"","",34.00071,-81.034814,"","","Location could not be verified. General city or location coordinates used.","d-1980-03119"
"373","'Rest Stop' on I-85 N","betw. Greenville & Anderson Ga.","","Cruising Areas","Cruisy Area","Greenville","SC",1980,"","",34.852618,-82.39401,"","","Location could not be verified. General city or location coordinates used.","d-1980-03130"
"374","Airport Adult News","","2314 E. Palmetto","Book Store","","Florence","SC",1980,"","",34.1959775,-79.7255445,"","","Google Verified Location","d-1980-03165"
"375","Aunt Clara's","(Some ladies)","288 Evans St.","Bars/Clubs","(D-1965-2003),(L-1980-1989)","Florence","SC",1980,"","",34.1970256,-79.7701435,"","","Google Verified Location","d-1980-03190"
"376","Brandy's Escort Service","(803) 669-4160","","Business","","Florence","SC",1980,"","",34.195433,-79.762562,"","","Location could not be verified. General city or location coordinates used.","d-1980-03251"
"377","Charlie's","(Disco)","206 N. Coit St.","Bars/Clubs","(P-1965-1989),(YC-1969-2005),(S-1965-2002),(*-1965-2005),(D-1965-2003)","Florence","SC",1980,"","",34.1993069,-79.7703767,"","","Google Verified Location","d-1980-03313"
"378","Club Gemini","(Some ladies) (No sign- just door marked 'Private') ","443 E. Stone","Bars/Clubs","(L-1980-1989),(M-1965-1989),(S-1965-2002),(B-1970-1989)","Greenville","SC",1980,"","",34.8601001,-82.3864988,"","","Google Verified Location","d-1980-03345"
"379","Coffee Cup","('Greasy spoon') (Open 24 hrs.)","Meeting St. at Wentworth","Restaurant","(M-1965-1989),(R-1965-1989)","Charleston","SC",1980,"","",32.783307,-79.931947,"","","Verified Location","d-1980-03360"
"380","Executive Sportsman Club","(Disco) (Some ladies) (Entertainment on weekends)","1243 Pleasantburg Rd.","Restaurant,Bars/Clubs","(*-1965-2005),(P-1965-1989),(YC-1969-2005),(D-1965-2003),(R-1965-1989),(L-1980-1989),(PT-1977-1989),(E-1975-2003),(WE-1976-1989)","Greenville","SC",1980,"","",34.8067776,-82.3720986,"","","Google Verified Location","d-1980-03459"
"381","Folly Beach","","","Cruising Areas","Cruisy Area","Charleston","SC",1980,"","",32.7764749,-79.9310512,"","","Google Verified Location","d-1980-03484"
"382","Fortress","(Shows on weekend) (Some ladies)","3134 Two Notch Rd.","Bars/Clubs","(D-1965-2003),(PT-1977-1989),(S-1965-2002),(WE-1976-1989),(L-1980-1989)","Columbia","SC",1980,"","",34.0383915,-81.0016212,"","","Google Verified Location","d-1980-03486"
"383","Greyhound Bus Depot","","","Cruising Areas","Cruisy Area","Greenville","SC",1980,"","",34.852618,-82.39401,"","","Location could not be verified. General city or location coordinates used.","d-1980-03542"
"384","King St. Garden & Gun Club","(Disco)","240 King St.","Bars/Clubs","(*-1965-2005),(P-1965-1989),(D-1965-2003)","Charleston","SC",1980,"","",32.7813919,-79.9331486,"","","Google Verified Location","d-1980-03632"
"385","Love Inn","","1668 Hwy. 171","Restaurant","(M-1965-1989),(R-1965-1989),(C-1965-1989),(AH-1975-1993)","Charleston","SC",1980,"","",32.7812983,-79.9729511,"","","Google Verified Location","d-1980-03684"
"386","Northside Boutique","(Books, etc.)","8056 Asheville Hwy.","Book Store","","Spartanburg","SC",1980,"","",34.992962,-81.9939667,"","","Google Verified Location","d-1980-03785"
"387","Our Place","('Hustlers')","1232 Assembly St.","Bars/Clubs","(RT-1965-1989),(*-1965-2005)","Columbia","SC",1980,"","",34.001721,-81.035244,"","","Google Verified Location","d-1980-03822"
"388","Parking lot opposite Methodist Church","","","Cruising Areas","Cruisy Area,(AYOR-1977-1989)","Greenville","SC",1980,"","",34.852618,-82.39401,"","","Location could not be verified. General city or location coordinates used.","d-1980-03838"
"389","Paul's End Zone","(Some YC, L) (Disco)","2706 N. Main","Bars/Clubs","(*-1965-2005),(YC-1969-2005),(L-1980-1989),(D-1965-2003)","Columbia","SC",1980,"","",34.022549,-81.042187,"","","Google Verified Location","d-1980-03844"
"390","Reynolds Ave. ","Nr. Naval Yard","","Cruising Areas","Cruisy Area","Charleston","SC",1980,"","",32.7764749,-79.9310512,"","","Google Verified Location","d-1980-03928"
"391","Shearton Motor Inn","T-Room","","Cruising Areas,Hotel","Cruisy Area","Greenville","SC",1980,"","",34.852618,-82.39401,"","","Location could not be verified. General city or location coordinates used.","d-1980-03969"
"392","South of the Border Motel Bar","6 mi. N. on I-95","","Bars/Clubs,Hotel","(M-1965-1989)","Dillon","SC",1980,"","",34.499623,-79.307758,"","","Verified Location","d-1980-03990"
"393","Sundown Adult Books & Mini Theatre","","3311 Two Notch Rd.","Book Store,Theatre","(*-1965-2005)","Columbia","SC",1980,"","",34.0400214,-80.9995117,"","","Google Verified Location","d-1980-04027"
"394","The Battery- Whitepoint Gardens","","","Cruising Areas","Cruisy Area","Charleston","SC",1980,"","",32.7764749,-79.9310512,"","","Google Verified Location","d-1980-04052"
"395","The Pavilion","Ocean Beach - summers","","Cruising Areas","Cruisy Area","Myrtle Beach","SC",1980,"","",33.692441,-78.881687,"","","Verified Location","d-1980-04060"
"396","Trailways Bus Depot","(Parlking Lot) (Opp. Club Gemini)","","Cruising Areas","Cruisy Area","Greenville","SC",1980,"","",34.852618,-82.39401,"","","Location could not be verified. General city or location coordinates used.","d-1980-04081"
"397","Tucker's Tavern","(Cruisy)","336 King St.","Bars/Clubs,Cruising Areas","(*-1965-2005),(YC-1969-2005)","Charleston","SC",1980,"","",32.7845789,-79.935163,"","","Google Verified Location","d-1980-04091"
"398","U. of S.C.","Russel House & McKissick Library T-Rooms","","Cruising Areas","Cruisy Area","Columbia","SC",1980,"","",33.996645,-81.026995,"","","Verified Location","d-1980-04099"
"399","Union Adult Boutique","","1451 Union St.","Business","","Spartanburg","SC",1980,"","",34.9291948,-81.8930876,"","","Google Verified Location","d-1980-04112"
"400","Venus Pancake House","","550 W. Palmetto","Restaurant","(M-1965-1989),(R-1965-1989),(C-1965-1989),(AH-1975-1993)","Florence","SC",1980,"","",34.1932217,-79.7766456,"","","Google Verified Location","d-1980-04130"
"401","Vicinity of Wade Hampton Hotel","","","Cruising Areas,Hotel","Cruisy Area","Columbia","SC",1980,"","",34.001321,-81.033563,"","","Verified Location","d-1980-04132"
"402","Y.M.C.A.","","","Cruising Areas,Hotel","Cruisy Area,(M-1965-1989),(H-1965-1989)","Columbia","SC",1980,"","",34.00071,-81.034814,"","","Location could not be verified. General city or location coordinates used.","d-1980-04167"
"403","'Primrose Path'","#NAME?","","Cruising Areas","Cruisy Area,(AYOR-1977-1989)","Columbia","SC",1984,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1984-00039"
